conversation_id,customer_message,amazonhelp_reply,intent_label,decision_label,decision_reason
2761294,"Customer message 1: @AmazonHelp Hello, I missed the allocated time to drop off return at an Amazon locker, how can I reschedule? Thanks

Customer message 2: @AmazonHelp 'phew! And thank you! 😉","AmazonHelp reply 1: @263386 Hello! The existing return can be canceled, and a new one requested. Details and instructions are available here: https://t.co/muTE8zhkm2 ^MV

AmazonHelp reply 2: @263386 You're welcome. 😁 ^MJ",I3,Auto-handle,Routine return drop-off rescheduling.
2466417,"Customer message 1: @115830 attempted to deliver your parcel 25 mins ago.

REALLY? been sitting for hours waiting for it - no knock, no bell. nothing. #joke

Customer message 2: @AmazonHelp i have already spoken to someone -  not very successful. i specifically asked for same day delivery and sat in waiting for it and the only solution is to “try again tomorrow” when nobody is home! i needed it tonight which is why i have prime! apparently can’t retry tonight.",AmazonHelp reply 1: @705757 I'm sorry you haven't received the parcel! Please give us a call so we can investigate this together https://t.co/JzP7hlA23B ^TG,I1,Escalate,Failed same-day delivery after an earlier support attempt.
175437,"Customer message 1: ンン！！！Amazonでまほ嫁見てるけど勝手に再生されるから止められませんぞwww

Customer message 2: @AmazonHelp おかげさまで寝不足でござる()",AmazonHelp reply 1: @157203 (*´-`).｡oO(次のストーリーが再生されるので、ドンドン見ちゃいますよね。。。)TY,I8,Auto-handle,Routine playback issue.
264753,"Customer message 1: Dear @115850 Thank u 4 ur pathetic service delivery &amp; customer experience. Don't fool customer on the name of Prime &amp;1 day delivery.

Customer message 2: @AmazonHelp Order #171-9046889-4421106
My Reg #9978948938
Pls check. u ll understand the issue. Pls call me for further details.","AmazonHelp reply 1: @179071 We're sorry to hear that, Rahul. Could you please elaborate on what went wrong so we could check right away? ^HK

AmazonHelp reply 2: @179071 I'm afraid we wouldn't have access to your account details on Twitter. Did we happen to miss the estimated delivery date? ^SA

AmazonHelp reply 3: @179071 Also, please don’t provide your details as we consider them to be personal information. Our Twitter page is public. ^SA",I1,Auto-handle,Prime delivery delay.
472447,"Customer message 1: @AmazonHelp Hey guys. I am disappointed the past few orders I make with you guys which leads to issues because you authorize payment and then take it back only to charge me again . It’s confusing and inconvenient I am disappointed 😞

Customer message 2: @AmazonHelp .com

Customer message 3: @AmazonHelp I never had this problem until last month but I will take ur word for it 🙄","AmazonHelp reply 1: @227508 Hi I am sorry to hear that, can you confirm what site you're ordering from? .com or .co.uk? ^HS

AmazonHelp reply 2: @227508 Thank you for letting us know Kareem, this process is applied to all orders. Please click on the link to redirect you to our help pages: https://t.co/Y0ElIUU9CC ^BD",I6,Auto-handle,Routine duplicate payment/authorization issue.
791553,"Customer message 1: @117795 wow you really have made It very difficult to cancel your prime account, terms and conditions on cancelling are very vague.",AmazonHelp reply 1: @308741 Hi Sophie- Anything which we can clarify on for you? ^NV,I5,Auto-handle,Routine Prime cancellation request.
2501902,"Customer message 1: Siete básicos que vas a necesitar para disfrutar del Buen Fin en Amazon. Añade pizza al gusto y ¡Estás listo! #lonecesito #pijamaforever https://t.co/6v8GUMqFIc https://t.co/6uKrdBdVbS

Customer message 2: @116875 Una pregunta, habrá algún paquete espacial que incluya Nintendo Switch y Super Mario Odyssey?  Gracias

Customer message 3: @AmazonHelp De acuerdo, a estar al tanto!  Gracias ;)

Customer message 4: @116875 Sigo esperando que se contacten con los afiliados a los que les deben dinero, su programa de afiliados no cumple!","AmazonHelp reply 1: @713650 ¡Hola, Robert! Recuerda que cualquier novedad será anunciada en nuestra página oficial y redes sociales. Por favor sigue pendiente. 😃 ^NB

AmazonHelp reply 2: @713650 ¡Gracias a ti por tu preferencia Robert! Esperamos que puedas encontrar muy buenos precios en los productos que deseas 😃  ^PC

AmazonHelp reply 3: @439490 Hola, Jonathan. Lamentamos mucho escuchar acerca del inconveniente, si no lo has hecho lo mejor sería que contactes a Servicio al Cliente y si ya lo hiciste, por favor, permite un par de días laborales para que te contacten de vuelta. ^CB",I6,Escalate,Payment owed through the affiliate program remains unresolved.
2570113,"Customer message 1: Nicely done @115830 How long's that been there? https://t.co/NxBGDlCB1M

Customer message 2: @AmazonHelp No notification.  Apparently it's still out for delivery.","AmazonHelp reply 1: @728904 I'm sorry your parcel was left exposed. When did you receive a delivery notification? Check here https://t.co/y63lYVOkcu ^FD

AmazonHelp reply 2: @728904 We'd like to make sure this is addressed, please reach out to us here: https://t.co/JzP7hlA23B ^CO",I1,Auto-handle,Tracking/notification issue for a shipment in transit.
834827,"Customer message 1: My amazon firestick’s time is wrong and it won’t let me change it manually because the time zone is correct so it’s driving me crazy. https://t.co/58wNltazZT

Customer message 2: @AmazonHelp I think it was just a glitch I’ve restarted it and now it’s okay. Thank you x","AmazonHelp reply 1: @318782 Sorry to hear. Check out - https://t.co/WSyM8mGfh6 If the problem persists, please reach out - https://t.co/JzP7hlA23B ^TP

AmazonHelp reply 2: @318782 Glad it's all sorted Jayde :-) ^RS",I8,Auto-handle,"Fire TV technical issue, now resolved."
2317555,"Customer message 1: @115851 @115821 @115850 @85877 @85878 @85879 @4773 @85880 @58297 Yet to Await.. I demand Amazon India to Share Root Cause &amp; actions. I paid what I not serviced &amp; promised as per policy by Amazon.. What happened to the extra money paid for delivery?

Customer message 2: @AmazonHelp @115851 @115821 @115850 @85877 @85878 @85879 @4773 @85880 @58297 Correspondence asked for the feedback. Funny. Share RCA and What happened to the amount paid to AmazonIn for what was promised.  Don't cover up. Dont force to Shame Amazon by a cstomer

Customer message 3: @AmazonHelp U want customers to respond what is Amazon team is getting paid for on the cost of Indian customers.  Let me Narrates the whole incident in a Video and share the Information with every citizens. This may give u the details in person too.

Customer message 4: @AmazonHelp Stop writing scripts......  Its been 4 days and u guys make customers stupid....

Customer message 5: @AmazonHelp @115851 @115821 @115850 @85877 @85878 @85879 @4773 @85880 @58297 sick &amp; tired of reading scripted replies.  Giant company can't  pick the phone &amp; talk to customer.  How hard is that? @115851,  Ur team needs loads of skill upgradation. Pathetic

Customer message 6: @AmazonHelp @122869 Respected Sir. We use digital world and spend money on E-commerce. However lack of Ombudsman &amp; Grievance Handling by E-commerce Gaints like @115850 make Indian customers fool. It's cost on Small Scale Enterprise.","AmazonHelp reply 1: @626706 Our team has sent a correspondence to your registered email address. Kindly check it here:https://t.co/fYrzNInVt2 ^AP

AmazonHelp reply 2: @626706 I'm sorry for the disappointment. Please reply to the email and we'll further look into your concern. ^AM

AmazonHelp reply 3: @626706 I get you being upset. We'd like to help you on your query. Please respond to the email from us &amp; we'll get in touch with you. Appreciate your understanding. ^BS

AmazonHelp reply 4: @626706 I apologize for the delay in resolving this issue. Please reply to the email you've received from our team. We'll help you. ^PJ

AmazonHelp reply 5: @626706 My apologies for the delay, Chanderkanta. We are working on this and will get back to you at the earliest with an update. ^KS",I1,Escalate,Delivery problem with disputed charges and repeated failed resolution.
826259,"Customer message 1: Hey, @115821 @118706..... I pay for prime for a reason. 🙄🙄🙄

Customer message 2: @AmazonHelp Sure is.

Customer message 3: @AmazonHelp I ordered it the 10th. It was supposed to be here through USPS by 8pm today. My mail is normally here by noon and now it’s almost 10pm.

Customer message 4: @AmazonHelp When I tracked it at 8, it still said it would be delivered. Now it’s like this. https://t.co/Al2eQOZhSr","AmazonHelp reply 1: @316810 I'm so sorry for the troubling experience! Is this regarding a current order shown here: https://t.co/Y5jpI9gRhE ^AG

AmazonHelp reply 2: @316810 We'd like to help if we can! Can you tell us more about the issue without providing account sensitive information? ^KJ

AmazonHelp reply 3: @316810 I'm sorry your order hasn't arrived! Could you tell us the latest tracking update showing here: https://t.co/Y5jpI9gRhE ^ML

AmazonHelp reply 4: @316810 Thanks for the info. Please let us know if your order has not arrived by the 14th. ^GG",I1,Auto-handle,Simple delivery delay.
1058040,Customer message 1: @115850 this will be last time I order on your website!!,AmazonHelp reply 1: @369809 Kindly let us know if you have any unresolved issues. We would like to help. ^GS,I8,Auto-handle,No specific support issue is stated.
147292,Customer message 1: @115850 DISPATCH MY MAGAZINES IVE ALWAYS BOUGHT STUFF FROM YALL I DONT EVEN LOOK AT FLIPKART IM LOYAL,AmazonHelp reply 1: @149460 All the packages are shipped on time so that it reaches you by estimated delivery date. Could you confirm me if we happened to miss the mentioned time frame? ^GD,I1,Auto-handle,Shipment/dispatch delay for magazines.
277247,"Customer message 1: @AmazonHelp Its a worst service retrnd request sent on 16Sept no action yet this is pathetic service my cc payment done bt waiting fr return to be taken

Customer message 2: @AmazonHelp Customers needs to lnow how hollow their(Amazon) promises r fr service

Customer message 3: @AmazonHelp 407-6976651-4029149 dt 9/9/17 Return reqst 16/9/17

Customer message 4: @AmazonHelp 407-6976651-4029149 dt 9/9/17 Return reqst 16/9/17

Customer message 5: @AmazonHelp @AmazonHelp are there any contests these 3 days so that i could get a brand new iphone 8

Customer message 6: @AmazonHelp @AmazonHelp Thank u.....can i put my hopes alive for any contest on iphone’s in coming week","AmazonHelp reply 1: @36882're sorry about the return of the order. Please fill this form:https://t.co/beaaDm0muc and we'll look into it right away.^SF

AmazonHelp reply 2: @173105 Clearly, the experience hasn't been pleasant. We'd really want to change that, please provide your details in the link. ^SF

AmazonHelp reply 3: @173105 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly.^CB

AmazonHelp reply 4: @173105 Please don't provide your order details, we consider it personal information. Our page is visible to the public. (2/2)^MN

AmazonHelp reply 5: @173105 Apologies for the delay. Please share your details here:https://t.co/MhyTivL0ea. We'll get in touch shortly.(1/2)^MN

AmazonHelp reply 6: @182228 We currently do not have any such contests in which you can win iPhone 8, Sriram. However, please refer this link: 1/2 ^NK

AmazonHelp reply 7: @182228 https://t.co/pwIziinqJv for latest contests. 2/2 ^NK

AmazonHelp reply 8: @182228 Well, we always get something or other for our customers to take advantage of, keep an eye out. ^MS",I3,Escalate,Return pickup and refund remain unresolved.
1491865,"Customer message 1: @AmazonHelp Been waiting for a one day delivery for 5 days now and ur customer services are useless :/ what's going on?

Customer message 2: @AmazonHelp 'Phone back in 2 hours' 😕

Customer message 3: @AmazonHelp Something about a system failure? The main issue is why do I bother with prime if im not gonna get 1 day delivery? And be messed about 😤

Customer message 4: @AmazonHelp Its been saying this for a week now, but the dates keeps changing. I ordered it on the 29th October with 1 day delivery not 1st Nov :/ https://t.co/ONHTN90uWX

Customer message 5: @AmazonHelp No I haven't heard anything since

Customer message 6: @AmazonHelp By Amazon, its the new Kindle Fire

Customer message 7: @AmazonHelp Okay so my parcel is at a post office depot apparently? There was a man on reception all day collecting parcels so idk why this happened 1/2

Customer message 8: @AmazonHelp The depot is over half an hour away... i can't drive?! I'm so annoyed its unreal 😤","AmazonHelp reply 1: @466457 Hi, that's not good! What is the most recent info we provided? ^TS

AmazonHelp reply 2: @466457 Hi Jasmine- What is the reason for the call back? ^NV

AmazonHelp reply 3: @466457 Apologies - what's the order status ? Is the delay with the dispatch or the carrier ? ^TD

AmazonHelp reply 4: @466457 Did they say anything else other than the call back? Did they email you afterwards? ^PK

AmazonHelp reply 5: @466457 Hmm. Just to clarify, can you tell us if the item was shipped by amazon or a seller? https://t.co/aaDyEzjw8c. ^AL

AmazonHelp reply 6: @466457 Could you try to phone us again here? https://t.co/JzP7hlA23B We can look into this in real-time. ^TK

AmazonHelp reply 7: @466457 When you spoke with us, did we provide any options? Were we able to reschedule a delivery? ^KP",I1,Escalate,One-day delivery is heavily delayed and the parcel is stuck at a depot.
1451524,"Customer message 1: @115821 Really?  Box shipped soaking wet.   UPS didn't do this. You guys packed it that way. Items lately look asif packed by chimps. https://t.co/1Tjd0cFZF0

Customer message 2: @AmazonHelp You:  https://t.co/QLzqmhkPG1

Customer message 3: @AmazonHelp Yes the shoes were wet and smelled of mold.  I have already returned it.  Just thought this level of bad needed to be pointed out.

Customer message 4: @AmazonHelp Past 3 to 4 months I have had several items badly packed with little to no packing material now I get an obviously damaged good that was

Customer message 5: @AmazonHelp shipped anyway.","AmazonHelp reply 1: @456836 I'm sorry to see this! To confirm, was this sold/fulfilled by a third-party seller or Amazon: https://t.co/Y5jpI9gRhE? ^WM

AmazonHelp reply 2: @456836 Thanks! Was anything inside damaged? If so, checkout available options here: https://t.co/UjZPb37EiW ^ML",I4,Auto-handle,Damaged product was received and already returned.
350331,"Customer message 1: @115850 I purchased a Bosch washing machine on 20th Sep and got delivered on 26th Sep. But installation not yet done.

Customer message 2: @AmazonHelp You may contact on 9560548717

Customer message 3: @AmazonHelp I contacted multiple times, but issue not resolved. There is no point of contacting again. Will register a complaint in consumer court.

Customer message 4: @AmazonHelp What is the point of dropping my details, it’s showing you guys contact me in 12 days of time.

Customer message 5: @AmazonHelp After escalating the issue you need that much of time to resolve. Shame on you @115850

Customer message 6: @AmazonHelp Already i filled the form.

Customer message 7: @AmazonHelp Wow what a quick response from Amazon, no body contacted me as of now. Best thing is my self contacted to Bosch get it installation done.

Customer message 8: @AmazonHelp Who needs your apologies, am hearing your escalations from last 2 weeeks. If you are reply via email why do you ask me to fill contactnumber

Customer message 9: @AmazonHelp I contacted Bosch customer service to get the installation done and they visited today, while installation they found damage in product.

Customer message 10: @AmazonHelp Thanks for your reply, am going to file a complaint on consumer forms and make my post viral on social media. Thank you very much.

Customer message 11: @AmazonHelp Why i have to revert to your email, i wasted lot of time by contacting your wonderful customer service. Lets meet in th court.

Customer message 12: @AmazonHelp I wont contact you in any chanal, lets meet on Consumer court for justice!!

Customer message 13: @AmazonHelp Can’t you guys understand my words?","AmazonHelp reply 1: @199339 Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B ^CB.

AmazonHelp reply 2: @199339 provided earlier so that we can assist you. 2/2 ^NK

AmazonHelp reply 3: @199339 Twitter being a social media platform, we wouldn't be able to contact you. Request you to contact us through the link 1/2 ^NK

AmazonHelp reply 4: @199339 I'm sorry for the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0. We will sort this for you. ^SB

AmazonHelp reply 5: @199339 We usually respond to your concern within 12 hours. Please be assured we'll sort this on priority once you fill the form. ^PB

AmazonHelp reply 6: @199339 Thank you for the confirmation. We'll get back to you at the earliest. ^SU

AmazonHelp reply 7: @199339 An email has already been sent with a reply. Kindly check it from the link shared here: https://t.co/NTkrxpsbHJ ^HR

AmazonHelp reply 8: @199339 I understand that waiting can be tiresome. In this case, kindly revert to the email you've received from our team. ^AP

AmazonHelp reply 9: @199339 Sorry to know about the damage. Please revert our email with the same info for further assistance. ^HA

AmazonHelp reply 10: @199339 We wouldn't be able to access your order details on Twitter. Kindly respond to our email and we'll get in touch with you. ^NS

AmazonHelp reply 11: @199339 I understand your frustration with the current situtaion and I'm sorry about this. Pleas revert our email for updates. ^HA

AmazonHelp reply 12: @199339 The resolution provided over the email is accurate. For any further assistance, kindly revert to it. ^YP",I4,Escalate,Product damage was found after a long unresolved installation issue.
93618,"Customer message 1: @AmazonHelp you tell me my parcel got delivered but no trace of it. Can someone tell me where it is please?

Customer message 2: @AmazonHelp Yeah, all of them and I still have no parcel. What's going on!?

Customer message 3: @AmazonHelp Says Monday but I don't have it. I'm confused

Customer message 4: @AmazonHelp It says Amazon","AmazonHelp reply 1: @136291 Hey, Tom! Here's a few steps to help you find your missing parcel: https://t.co/61W5LU2J4r. Have you tried these? ^DY

AmazonHelp reply 2: @136291 Hi, what date was the parcel delivered? You can check here: https://t.co/POYWE5ernt ^SM

AmazonHelp reply 3: @136291 What does tracking say who the carrier is here: https://t.co/Y5jpI9gRhE? ^MH

AmazonHelp reply 4: @136291 We'd like to look into this with you. Please fill in some details here: https://t.co/cjid42sMlg so we can take a closer look with you, Tom! ^MT",I2,Escalate,Marked delivered but the customer cannot find the parcel.
64214,"Customer message 1: @AmazonHelp Been waiting for my order for over a week now, the first time it said it was “delivered” at 11:45pm 🤔 now the replacement said attempted delivery last night when I was sat in waiting all evening...customer service are useless.

Customer message 2: @AmazonHelp Am I just going to keep waiting in every day for something that’s not going to arrive? I’ve took 4 days off work to try and wait for this and amazon want to offer me £5 compensation which isn’t even 1% of my losses. Why can I not speak to the courier directly? https://t.co/OXuUyevPJK

Customer message 3: @AmazonHelp No they said they can’t speak to them only send an email, I have wrote on the delivery instructions to call me but haven’t heard anything, your courier has lied about delivering the item and lied that they attempted delivery yesterday. Can I contact him/her directly?

Customer message 4: @AmazonHelp This is ridiculous, I’ve literally just shown what the tracking is showing and your asking again, can you not look through the thread of tweets? Something needs to be done ASAP otherwise I’ll just cancel my order

Customer message 5: @AmazonHelp Done. Please arrange a call back ASAP

Customer message 6: @AmazonHelp Still waiting on a call back, my item is saying delivered AGAIN when it hasn’t arrived, this is the 2nd time. It’s beyond ridiculous now! Last time it was delivered at 11:45pm now at 10:42pm, both outside of amazon delivery hours with no signature. Any chance of somebody calling? https://t.co/Ndp4Ane34x

Customer message 7: @AmazonHelp The form/link I was sent was my details for somebody to call me back, I’ve never given my email. Is there a number for a call centre in England I can ring? Or can you arrange for somebody to call me.

Customer message 8: @AmazonHelp You want me to fill in the same form and request a call back again? Why do I need to keep requesting a call?

Customer message 9: @AmazonHelp Also the link you have gave me is for America not the UK so my order isn’t showing.

Customer message 10: @AmazonHelp I’ll ask the question now for the 3rd time. Is there an English customer service call centre I can ring?

Customer message 11: @AmazonHelp Still no call back...

Customer message 12: @AmazonHelp I need some from a UK call centre to call me, I am getting nowhere with customer service. Can somebody arrange this for me please?

Customer message 13: @AmazonHelp Are you unable to look through this thread of tweets? Why is the customer service so bad. Is a joke?","AmazonHelp reply 1: @130736 Sorry to hear that, Dan. Can I ask what the latest tracking update has been? You can check here: https://t.co/aaDyEz1VgE. ^TI

AmazonHelp reply 2: @130736 Did the agent you spoke to say that they would contact the carrier? ^JJ

AmazonHelp reply 3: @130736 I do not believe that direct contact is available. What is the tracking showing currently?  https://t.co/Y5jpI9gRhE ^DJ

AmazonHelp reply 4: @130736 Our team would like to look into this further with you directly to see what we can get done to help repair the situation. Can you please provide your information here so that we can reach out? https://t.co/t56ZRZdwU0 ^GS

AmazonHelp reply 5: @130736 Thank you for the information. Someone will be in touch with you as soon as possible. ^AL

AmazonHelp reply 6: @130736 Can I ask, have you checked your spam/junk folder? Our email response may have been directed here.^GA

AmazonHelp reply 7: @130736 Can I ask, can you click on the link from your post yesterday and fill out your details again but ask can you receive a callback from us? You can use the following link to reach out to our customer service team if you would prefer: https://t.co/hApLpMlfHN.^GA

AmazonHelp reply 8: @130736 We have received your details. We'll work on it and get back to you with an update. Be sure to check your spam folder for our response. You can also get in touch with us here: https://t.co/hApLpM3Ejd.^CN

AmazonHelp reply 9: @130736 Hi Dan, Amazon has Customer Service Agents based around the world. In order to assist you as quickly as possible your call will be connect to the next available agent. ^MI

AmazonHelp reply 10: @130736 Sorry about the incorrect link. You can contact Amazon UK here:  https://t.co/JzP7hlA23B. ^MI

AmazonHelp reply 11: @130736 Hi Dan, were you not able to reach us via phone from the link provided? You can also reach us via chat to discuss the issue.^PJ

AmazonHelp reply 12: @130736 Hi Dan, really sorry to hear you've had a bad experience. Without posting account information, can you advise what's happened? ^JC.

AmazonHelp reply 13: @130736 I'm very sorry that we've missed the mark here, Dan. Please take a moment to provide your details so that we can have someone reach out to you for a resolution: https://t.co/IocsKmhGry  ^SP",I2,Escalate,Repeated false delivery updates and failed callbacks.
2469446,"Customer message 1: @AmazonHelp  I urgently need some help regarding debits from my account by Amazon marketplace. I am no badly overdrawn and have no access to funds as a result.

Customer message 2: @AmazonHelp No. I do not have a sellers account. Amazon Marketplace have made more withdrawals than I authorised.

Customer message 3: @AmazonHelp £116.61 extra has been taken from my account.

Customer message 4: @AmazonHelp It was a large order, it was broken up into different deliveries. None of the charges match any of the delivery groups.

Customer message 5: @AmazonHelp Do you need me to phone you? I am currently at work and not able to call.

Customer message 6: @AmazonHelp Cheers. I know it's unlikely but I'd like to get this resolved asap. Have emailed.","AmazonHelp reply 1: @706426 Hi, is this in relation to your Seller account? ^AS

AmazonHelp reply 2: @706426 If you go through your own orders are you able to locate any of those charges? You can check your orders here:  https://t.co/aaDyEz1VgE ^MA

AmazonHelp reply 3: @706426 Hi there Mairi, we need to lok into this for you, please reach us here: https://t.co/zYVX1Qi29G ^SA

AmazonHelp reply 4: @706426 Hey Mairi-Claire. Yes, it's best to get in touch so we can look into your concern further. We do not have access to accounts here. Please reach out when you can, via the link previously provided/ Keep us posted. ^TP

AmazonHelp reply 5: @706426 Perfect thanks, the usual time frame for email response is 24-48hrs, if you need a faster response you can use the chat or call option when suits. ^NV",I7,Escalate,Unauthorized withdrawals causing a financial loss.
2419736,"Customer message 1: @115821 Hey, my account was hacked and I can't get in - who do I talk to about this?  I can't even log in to ask about logging in!

Customer message 2: @AmazonHelp I did that already but any reply will go to an email address that is not mine.  I'm on hold with cs.  Not sure if they know what to do.

Customer message 3: @AmazonHelp Still on hold.

Customer message 4: @AmazonHelp Your csr just keeps repeating himself. I don't have any faith about what is being done here.

Customer message 5: @AmazonHelp Provided by whom?  I don't think he got that I couldn't log in.  I am not certain that further communication will be to the right email.

Customer message 6: @AmazonHelp Can someone dm me, please?","AmazonHelp reply 1: @695145 Terribly sorry about your account! Let's get this sorted with you here: https://t.co/GaEQPZTD8r ^JZ

AmazonHelp reply 2: @695145 Our phone support team be able to request an investigation. Please work with them and keep us posted. ^MJ

AmazonHelp reply 3: @695145 What information, insight, or options are being provided on the call? We're always here to help, please let us know! ^JE

AmazonHelp reply 4: @695145 Sure, you can DM us here. Please do not post personal / account info. ^TP https://t.co/1XyLaGkcaN",I7,Escalate,"Hacked account, needs human review."
334094,"Customer message 1: 3/ Worst case: @115821 sold my husband a new iPad Pro that turned out to be a demo model. Every time I then have to correct their mistake.

Customer message 2: @AmazonHelp I used the chat. The specialist simply did a standard return/replacement. Nothing else. Just disappointed with lack of effort/care.","AmazonHelp reply 1: @169608 I'm sorry to hear this! Have you discussed the issue with us over the phone? If so, what options/info did we provide? ^BH

AmazonHelp reply 2: @169608 Thank you for letting us know what happened, I'm sorry to hear our response missed the mark. ^JR",I4,Auto-handle,Used/demo product issue with a standard return/replacement path.
862550,"Customer message 1: https://t.co/RlD4HQ4mZC deliver FBA products damaged to the customers and the customer rate the products with one star. @AmazonHelp

Customer message 2: @AmazonHelp I'm sorry, but the problems are fundamental and they can't be solved from the general support!

Customer message 3: @AmazonHelp For example, I'm a seller,but the seller support forwards my cases to the customer support because these are the Amazon rules for the issue.

Customer message 4: @AmazonHelp I'm sorry, but how it is possible when the seller needs support to expect support from the customer support team?

Customer message 5: @AmazonHelp Finally, the customer support is there to support customers and not sellers. This is fundamental. This can't be solved by your call center.

Customer message 6: @AmazonHelp When reported to Seller support we were advised that the case has been forwarded to the relelvant department.

Customer message 7: @AmazonHelp This is the main problem. The relevant department is the customer service and the seller support refuse help!

Customer message 8: @AmazonHelp The seller support advice the seller that the only department responsible for that is the customer support and they don't have access.

Customer message 9: @AmazonHelp How is it possible seller support to refuse help, because they don't have access to the info, regarding an order?

Customer message 10: @AmazonHelp I mean that Amazon Seller support and Amazon customer support are part of one and the same structure - Amazon.

Customer message 11: @AmazonHelp I mean that regarding this someone explains that the right-hand doesn't have access to the left hand :-)

Customer message 12: @AmazonHelp And the seller stands between the two departments and trying to find out how they communicate!

Customer message 13: @AmazonHelp Why I should expect help from a relevant department if there is a SELLER SUPPORT! Seller support must communicate with your own departments.

Customer message 14: @AmazonHelp And they must deliver the resolution to the seller. Not THE RELEVANT  departments!!","AmazonHelp reply 1: @276629 I'm sorry about the trouble! We'd like to work on a resolution for this. You can reach us here: https://t.co/JzP7hlA23B ^TH

AmazonHelp reply 2: @276629 When reported to Seller Support what was advised? Have you looked at the requirements here:https://t.co/Y4qYQkuXrU ^NV

AmazonHelp reply 3: @276629 Once the relevant department has investigated, either they will be in touch or Seller support will contact you. ^RL",I8,Escalate,Complex seller-support issue requiring cross-team investigation.
2809415,"Customer message 1: omfg

Amazon order buzzed me, I let them in, and they never came to my door. Now it says ""delivery attempted"" on the order. FML.

Customer message 2: @119455 Still waiting for my @115821 order ... I paid for prime and I should have had it already... still not here

Customer message 3: @AmazonHelp It’s been like this for the last hour https://t.co/ZTijoQZexI

Customer message 4: @AmazonHelp Ok I sent an email to customer service...what do I do next?","AmazonHelp reply 1: @151983 Hello, André. I'm sorry you haven't received your order. What's the current order status? You can check that information here: https://t.co/PyACxvGxrO  ^FJ

AmazonHelp reply 2: @151983 I see. We don't have access to your Amazon account through Twitter so if you'll please reach out to us using the link provided, we'll be glad to investigate further: https://t.co/Q7Ftz6nj80  ^FJ

AmazonHelp reply 3: @151983 Thank you for submitting the email. You will receive a response from us as soon as possible. Thank you for your patience. ^BT",I2,Auto-handle,Delivery was attempted but the order was not received.
343096,"Customer message 1: @115850 used and dusty product delivered by amazon.
Worst experience.. https://t.co/zVx6f6yJ44

Customer message 2: @AmazonHelp Upset🙄 it's an used product and dusty too..
You could have taken an action against the seller

Customer message 3: @AmazonHelp It asks me to send back by affording the shipping cost.
Why should I afford that?? Is it my fault???
Cheaters, is this your new business??

Customer message 4: @AmazonHelp I connected over there but same response..
@115821 you are not more than a dick head","AmazonHelp reply 1: @197676 We're sorry to see you upset with the order received. You can check the available options to return the item here: https://t.co/4o5PqP90vH. ^MO

AmazonHelp reply 2: @197676 I get your disappointment. Kindly connect with us here: https://t.co/vlvfJr4nN9  we'll check this for you. ^SG

AmazonHelp reply 3: @197676 I'm sorry for the limitations with the return pick up. Shipping charges will be covered if you email us the return bill, refunds will be issued once you self ship the order to us. ^MJ",I4,Escalate,Used/wrong product issue remains unresolved after support.
