conversation_id,customer_message,intent_label,decision_label,predicted_intent,predicted_decision,decision_reason,draft_reply,retrieved_conversation_ids
2558527,"Customer message 1: @115830 so sorry but your new packaging is not working. Books upon books arriving battered at the seams... https://t.co/GujI9OR8mt

Customer message 2: @AmazonHelp Will do- and yes, the covers to hardbacks are arriving torn, and the edges of quite a few paperbacks have arrived smushed (technical term). Thanks for responding so quickly. What’s the next step.",I4,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
21586,"Customer message 1: @115850 order Id: 
171-0365118-2187508. Stop fooling around and deliver the package, and I want compensation for your delivery agent being rude to my wife, and trust me this is not the first time this is happening..I want a resolution

Customer message 2: @AmazonHelp Trust me it useless to narrate my experience in the app feedback...I want a resolution... And commitment that this won't be repeated and a compensation

Customer message 3: @AmazonHelp Trust me your customer service reps are really pathetic. I have a question, have u ever had listened to phone conversation of reps and customer...I need compensation and u need to be professional

Customer message 4: @AmazonHelp Sure..so if compensation is not available...can I name and shame you guys...because u guys are pathetic..can u quickly tell me ur name and employee ID and also ur escalation point of contact..because I am not sitting quiet

Customer message 5: @AmazonHelp Also..can u tell me precisely that when thieves like you are giving me my shipment. And trust me it's not COD, it's prepaid and u r denying delivery..I want a call to resolve this idiots

Customer message 6: @AmazonHelp Feedback? Are you kidding me? Where is my money and the package...bloddy idiots I am the prime customer and I want the shipment to be delivered rite now...I don't care about ur internal review...get me ur escalation point of contact to call me

Customer message 7: @AmazonHelp Just did it...I want a commitment of my product or money rite now..be a man and do the rite thing by today, either deliver or refund rite now..else I am going to consumer court with ur replies

Customer message 8: @AmazonHelp Be a man of your words and come up with a solution by today. And also I am expecting call from ur management? Is it possible..just disclose it in public forum and I'll take this with consumer court

Customer message 9: @AmazonHelp Ohhh come on...don't be a freak...who has kept u on the job? You are not committing a time when u would take an action? Also confirm whether you will be calling me up by today end of the day? Only if u have questions to these answers you reply...

Customer message 10: @AmazonHelp Ohhh so this how u treat a prime customer...unless u provide me resolution don't reply on this and also I am tagging big people from Amazon to look into it...stop send me tweets with empathy...I don't need it...m the customer, I'll go somewhere else

Customer message 11: @AmazonHelp Hellos idiots... 9762642673 I got this number today for the delivery guy...from past 2hours he's saying he's coming in 2min...what the fuck is wrong with u shameless people...don't write words of empathy

Customer message 12: @AmazonHelp @115850 @AmazonHelp what are you idiots doing from yesterday...do u have basic sense...

Customer message 13: @AmazonHelp R u bastard? Don't u know I have already sent the form yesterday...moron...

Customer message 14: @AmazonHelp 9762642673 call on this number n tell him to deliver

Customer message 15: @AmazonHelp Chutiya Hai Kya tu...from yesterday u guys are delivering? Madarchod

Customer message 16: @AmazonHelp Good morning Amazon idiots... third day in a row... today's delivery guys number 70385 67720....can u idiots call him and ask him to deliver... Bunch of incompetetive morons...get this sorted out today...n don't use empathy n sympathy

Customer message 17: @AmazonHelp Are you guys nuts? How can u ask me to wait... bloddy idiots from past three days I am waiting...what r u guys? Stupid assholes? U don't have integrity

Customer message 18: @AmazonHelp I have already given the order details you moron...what are u not able to find out...go figure out yourself...stupid ass

Customer message 19: @AmazonHelp Really AB? Why don't you shove it up somewhere appropriately and get your smartest ass people to resolve the query instead of appreciating my vocab...I would love to meet u in person and would like to thank u..let me know when u r interested

Customer message 20: @AmazonHelp What last correspondence idiots? Check this screenshot and give me the appropriate email that you are talking about...u chutiyas are asking me for a feedback..first get it delivered bsdk

Customer message 21: @AmazonHelp  https://t.co/RhLDADmDNX

Customer message 22: @AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language

Customer message 23: @AmazonHelp 2- are you trying to tell me that if I don't fill up this form u will not resolve my query? How can u guys be so dumbass, check with ur customer care rep how many times I have called and haven't got resolution, it doesn't count? #TaareZameenPar?

Customer message 24: @AmazonHelp Ok tu ek kaam kar an...apni MAA chuda...bhosadike...to hell with you guys...this is my contact number, tell ur reps that I'll call and will screw ur happiness : 8793681285

Customer message 25: @AmazonHelp Kyu be chutiye...even after giving u my contact details and oder details u guys are unable to track and deliver it once again... #TaareZameenPar",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1001085,"Customer message 1: #Amazon #Amazon India needs to learn from parent company https://t.co/7MnUN1N20O

Customer message 2: @AmazonHelp Pls tell the courier company to stop harassing me.

Customer message 3: @AmazonHelp Not received any email. Pls stop harping about it! And enough of this harassment. If your courier guy calls once more you will get reported

Customer message 4: @AmazonHelp You have not sent any correspondence today . Now kindly stop harassing

Customer message 5: @AmazonHelp Your US office has already extended help. You can keep sitting",I8,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2793017,"Customer message 1: @115821 is the biggest fraud out there. They guarantee something to be here and it seems to never get here then you get notification that your package has arrived and guess what it is not there. This has happened several times past month.  #dontbuyprime #fraud @AmazonHelp

Customer message 2: @AmazonHelp Like always it shows delivered but they never delivered it. My account says delivered. One day late. Every time I order something there is a delivery problem.

Customer message 3: @AmazonHelp Lol what a joke. It was never delivered. Lol",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1424202,"Customer message 1: @115821 @AmazonHelp i have been following up in this order. You need to deliver this before 3rd or else i need to proceed legally. https://t.co/4c6DiIAaNa

Customer message 2: @AmazonHelp What details you need? I need resolution not fake excuses

Customer message 3: @AmazonHelp I can't do all these, fall me on 8008561825

Customer message 4: @AmazonHelp I don't know how to copy the Twitter link in that and it not moving forward from there. I am already pissed off and you are asking me 100 do

Customer message 5: @AmazonHelp Filled the link and sent successfully. Now do your work properly @115821

Customer message 6: @AmazonHelp I need a positive response from you as you guys already wasted my enough time and lost my patience

Customer message 7: @AmazonHelp Till now, no updates, is this what your assurance?

Customer message 8: @AmazonHelp You gave response, which is not acceptable

Customer message 9: @AmazonHelp Fine you have left only one option to proceed legally.

Customer message 10: @AmazonHelp Till now no updates on the product, you guys are good for nothing. Such a cheap standards that you have got

Customer message 11: @AmazonHelp How many times i need to reply its been hours i have replied your team, didn't even bother to respond.

Customer message 12: @AmazonHelp Yes i should wait and listen whatever you say and for your mistake , don't talk like professional it doesn't suits you guys

Customer message 13: @AmazonHelp The package has arrived hyd and it's just 3kms from my house, we still have chance please make it out for delivery

Customer message 14: @AmazonHelp Why should customer understand because of your mistakes? Why did you delivered the wrong product. Because of ur mistake now i have to suffer

Customer message 15: @AmazonHelp Talking to you guys is waste of time",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
147322,Customer message 1: y my @115830 package look like it been chewed pls https://t.co/I8SWKTAybq,I4,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
318626,"Customer message 1: @115830 is there a way to find out what company delivers your packages? We have a problem with one driver and it needs sorting.

Customer message 2: @AmazonHelp Thank you.

Customer message 3: @AmazonHelp So the guy who came today is directly responsible to Amazon themselves? https://t.co/cKs7RYsCND

Customer message 4: @AmazonHelp Yes and it’s an ongoing issue. This driver hammers on the door, not a knock, he uses the side of his fist to do this. It’s VERY loud and…

Customer message 5: @AmazonHelp Aggressive. There is a sign on the front door asking people not to knock and to leave parcels in a specific place. All the other drivers…

Customer message 6: @AmazonHelp Are able to follow this instruction but not this one driver. I have very variable mobility and find it hard to answer the door. It also…

Customer message 7: @AmazonHelp Causes huge distress to my dogs as the nature of the “knock” is so aggressive. This week my dogs were so distressed then ended up having…

Customer message 8: @AmazonHelp A fight which resulted in £1440 of emergency vet bills. They do not behave like this with any other driver. How can you get it to stop?

Customer message 9: @AmazonHelp Yes, they are in the delivery instructions. Every other driver is fine, just this one.

Customer message 10: @AmazonHelp Yes, it is clearly listed in my delivery instructions on EVERY order. Nobody else has a problem with it, just this one guy.

Customer message 11: @AmazonHelp No but now even our neighbours are complaining about his noise. How can that be acceptable? I have no idea why he behaves so aggressively

Customer message 12: @AmazonHelp Doing it now",I8,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2761294,"Customer message 1: @AmazonHelp Hello, I missed the allocated time to drop off return at an Amazon locker, how can I reschedule? Thanks

Customer message 2: @AmazonHelp 'phew! And thank you! 😉",I3,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2466417,"Customer message 1: @115830 attempted to deliver your parcel 25 mins ago.

REALLY? been sitting for hours waiting for it - no knock, no bell. nothing. #joke

Customer message 2: @AmazonHelp i have already spoken to someone -  not very successful. i specifically asked for same day delivery and sat in waiting for it and the only solution is to “try again tomorrow” when nobody is home! i needed it tonight which is why i have prime! apparently can’t retry tonight.",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
175437,"Customer message 1: ンン！！！Amazonでまほ嫁見てるけど勝手に再生されるから止められませんぞwww

Customer message 2: @AmazonHelp おかげさまで寝不足でござる()",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
264753,"Customer message 1: Dear @115850 Thank u 4 ur pathetic service delivery &amp; customer experience. Don't fool customer on the name of Prime &amp;1 day delivery.

Customer message 2: @AmazonHelp Order #171-9046889-4421106
My Reg #9978948938
Pls check. u ll understand the issue. Pls call me for further details.",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
472447,"Customer message 1: @AmazonHelp Hey guys. I am disappointed the past few orders I make with you guys which leads to issues because you authorize payment and then take it back only to charge me again . It’s confusing and inconvenient I am disappointed 😞

Customer message 2: @AmazonHelp .com

Customer message 3: @AmazonHelp I never had this problem until last month but I will take ur word for it 🙄",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
791553,"Customer message 1: @117795 wow you really have made It very difficult to cancel your prime account, terms and conditions on cancelling are very vague.",I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2501902,"Customer message 1: Siete básicos que vas a necesitar para disfrutar del Buen Fin en Amazon. Añade pizza al gusto y ¡Estás listo! #lonecesito #pijamaforever https://t.co/6v8GUMqFIc https://t.co/6uKrdBdVbS

Customer message 2: @116875 Una pregunta, habrá algún paquete espacial que incluya Nintendo Switch y Super Mario Odyssey?  Gracias

Customer message 3: @AmazonHelp De acuerdo, a estar al tanto!  Gracias ;)

Customer message 4: @116875 Sigo esperando que se contacten con los afiliados a los que les deben dinero, su programa de afiliados no cumple!",I6,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2570113,"Customer message 1: Nicely done @115830 How long's that been there? https://t.co/NxBGDlCB1M

Customer message 2: @AmazonHelp No notification.  Apparently it's still out for delivery.",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
834827,"Customer message 1: My amazon firestick’s time is wrong and it won’t let me change it manually because the time zone is correct so it’s driving me crazy. https://t.co/58wNltazZT

Customer message 2: @AmazonHelp I think it was just a glitch I’ve restarted it and now it’s okay. Thank you x",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2317555,"Customer message 1: @115851 @115821 @115850 @85877 @85878 @85879 @4773 @85880 @58297 Yet to Await.. I demand Amazon India to Share Root Cause &amp; actions. I paid what I not serviced &amp; promised as per policy by Amazon.. What happened to the extra money paid for delivery?

Customer message 2: @AmazonHelp @115851 @115821 @115850 @85877 @85878 @85879 @4773 @85880 @58297 Correspondence asked for the feedback. Funny. Share RCA and What happened to the amount paid to AmazonIn for what was promised.  Don't cover up. Dont force to Shame Amazon by a cstomer

Customer message 3: @AmazonHelp U want customers to respond what is Amazon team is getting paid for on the cost of Indian customers.  Let me Narrates the whole incident in a Video and share the Information with every citizens. This may give u the details in person too.

Customer message 4: @AmazonHelp Stop writing scripts......  Its been 4 days and u guys make customers stupid....

Customer message 5: @AmazonHelp @115851 @115821 @115850 @85877 @85878 @85879 @4773 @85880 @58297 sick &amp; tired of reading scripted replies.  Giant company can't  pick the phone &amp; talk to customer.  How hard is that? @115851,  Ur team needs loads of skill upgradation. Pathetic

Customer message 6: @AmazonHelp @122869 Respected Sir. We use digital world and spend money on E-commerce. However lack of Ombudsman &amp; Grievance Handling by E-commerce Gaints like @115850 make Indian customers fool. It's cost on Small Scale Enterprise.",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
826259,"Customer message 1: Hey, @115821 @118706..... I pay for prime for a reason. 🙄🙄🙄

Customer message 2: @AmazonHelp Sure is.

Customer message 3: @AmazonHelp I ordered it the 10th. It was supposed to be here through USPS by 8pm today. My mail is normally here by noon and now it’s almost 10pm.

Customer message 4: @AmazonHelp When I tracked it at 8, it still said it would be delivered. Now it’s like this. https://t.co/Al2eQOZhSr",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1058040,Customer message 1: @115850 this will be last time I order on your website!!,I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
147292,Customer message 1: @115850 DISPATCH MY MAGAZINES IVE ALWAYS BOUGHT STUFF FROM YALL I DONT EVEN LOOK AT FLIPKART IM LOYAL,I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
277247,"Customer message 1: @AmazonHelp Its a worst service retrnd request sent on 16Sept no action yet this is pathetic service my cc payment done bt waiting fr return to be taken

Customer message 2: @AmazonHelp Customers needs to lnow how hollow their(Amazon) promises r fr service

Customer message 3: @AmazonHelp 407-6976651-4029149 dt 9/9/17 Return reqst 16/9/17

Customer message 4: @AmazonHelp 407-6976651-4029149 dt 9/9/17 Return reqst 16/9/17

Customer message 5: @AmazonHelp @AmazonHelp are there any contests these 3 days so that i could get a brand new iphone 8

Customer message 6: @AmazonHelp @AmazonHelp Thank u.....can i put my hopes alive for any contest on iphone’s in coming week",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1491865,"Customer message 1: @AmazonHelp Been waiting for a one day delivery for 5 days now and ur customer services are useless :/ what's going on?

Customer message 2: @AmazonHelp 'Phone back in 2 hours' 😕

Customer message 3: @AmazonHelp Something about a system failure? The main issue is why do I bother with prime if im not gonna get 1 day delivery? And be messed about 😤

Customer message 4: @AmazonHelp Its been saying this for a week now, but the dates keeps changing. I ordered it on the 29th October with 1 day delivery not 1st Nov :/ https://t.co/ONHTN90uWX

Customer message 5: @AmazonHelp No I haven't heard anything since

Customer message 6: @AmazonHelp By Amazon, its the new Kindle Fire

Customer message 7: @AmazonHelp Okay so my parcel is at a post office depot apparently? There was a man on reception all day collecting parcels so idk why this happened 1/2

Customer message 8: @AmazonHelp The depot is over half an hour away... i can't drive?! I'm so annoyed its unreal 😤",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1451524,"Customer message 1: @115821 Really?  Box shipped soaking wet.   UPS didn't do this. You guys packed it that way. Items lately look asif packed by chimps. https://t.co/1Tjd0cFZF0

Customer message 2: @AmazonHelp You:  https://t.co/QLzqmhkPG1

Customer message 3: @AmazonHelp Yes the shoes were wet and smelled of mold.  I have already returned it.  Just thought this level of bad needed to be pointed out.

Customer message 4: @AmazonHelp Past 3 to 4 months I have had several items badly packed with little to no packing material now I get an obviously damaged good that was

Customer message 5: @AmazonHelp shipped anyway.",I4,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
350331,"Customer message 1: @115850 I purchased a Bosch washing machine on 20th Sep and got delivered on 26th Sep. But installation not yet done.

Customer message 2: @AmazonHelp You may contact on 9560548717

Customer message 3: @AmazonHelp I contacted multiple times, but issue not resolved. There is no point of contacting again. Will register a complaint in consumer court.

Customer message 4: @AmazonHelp What is the point of dropping my details, it’s showing you guys contact me in 12 days of time.

Customer message 5: @AmazonHelp After escalating the issue you need that much of time to resolve. Shame on you @115850

Customer message 6: @AmazonHelp Already i filled the form.

Customer message 7: @AmazonHelp Wow what a quick response from Amazon, no body contacted me as of now. Best thing is my self contacted to Bosch get it installation done.

Customer message 8: @AmazonHelp Who needs your apologies, am hearing your escalations from last 2 weeeks. If you are reply via email why do you ask me to fill contactnumber

Customer message 9: @AmazonHelp I contacted Bosch customer service to get the installation done and they visited today, while installation they found damage in product.

Customer message 10: @AmazonHelp Thanks for your reply, am going to file a complaint on consumer forms and make my post viral on social media. Thank you very much.

Customer message 11: @AmazonHelp Why i have to revert to your email, i wasted lot of time by contacting your wonderful customer service. Lets meet in th court.

Customer message 12: @AmazonHelp I wont contact you in any chanal, lets meet on Consumer court for justice!!

Customer message 13: @AmazonHelp Can’t you guys understand my words?",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
93618,"Customer message 1: @AmazonHelp you tell me my parcel got delivered but no trace of it. Can someone tell me where it is please?

Customer message 2: @AmazonHelp Yeah, all of them and I still have no parcel. What's going on!?

Customer message 3: @AmazonHelp Says Monday but I don't have it. I'm confused

Customer message 4: @AmazonHelp It says Amazon",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
64214,"Customer message 1: @AmazonHelp Been waiting for my order for over a week now, the first time it said it was “delivered” at 11:45pm 🤔 now the replacement said attempted delivery last night when I was sat in waiting all evening...customer service are useless.

Customer message 2: @AmazonHelp Am I just going to keep waiting in every day for something that’s not going to arrive? I’ve took 4 days off work to try and wait for this and amazon want to offer me £5 compensation which isn’t even 1% of my losses. Why can I not speak to the courier directly? https://t.co/OXuUyevPJK

Customer message 3: @AmazonHelp No they said they can’t speak to them only send an email, I have wrote on the delivery instructions to call me but haven’t heard anything, your courier has lied about delivering the item and lied that they attempted delivery yesterday. Can I contact him/her directly?

Customer message 4: @AmazonHelp This is ridiculous, I’ve literally just shown what the tracking is showing and your asking again, can you not look through the thread of tweets? Something needs to be done ASAP otherwise I’ll just cancel my order

Customer message 5: @AmazonHelp Done. Please arrange a call back ASAP

Customer message 6: @AmazonHelp Still waiting on a call back, my item is saying delivered AGAIN when it hasn’t arrived, this is the 2nd time. It’s beyond ridiculous now! Last time it was delivered at 11:45pm now at 10:42pm, both outside of amazon delivery hours with no signature. Any chance of somebody calling? https://t.co/Ndp4Ane34x

Customer message 7: @AmazonHelp The form/link I was sent was my details for somebody to call me back, I’ve never given my email. Is there a number for a call centre in England I can ring? Or can you arrange for somebody to call me.

Customer message 8: @AmazonHelp You want me to fill in the same form and request a call back again? Why do I need to keep requesting a call?

Customer message 9: @AmazonHelp Also the link you have gave me is for America not the UK so my order isn’t showing.

Customer message 10: @AmazonHelp I’ll ask the question now for the 3rd time. Is there an English customer service call centre I can ring?

Customer message 11: @AmazonHelp Still no call back...

Customer message 12: @AmazonHelp I need some from a UK call centre to call me, I am getting nowhere with customer service. Can somebody arrange this for me please?

Customer message 13: @AmazonHelp Are you unable to look through this thread of tweets? Why is the customer service so bad. Is a joke?",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2469446,"Customer message 1: @AmazonHelp  I urgently need some help regarding debits from my account by Amazon marketplace. I am no badly overdrawn and have no access to funds as a result.

Customer message 2: @AmazonHelp No. I do not have a sellers account. Amazon Marketplace have made more withdrawals than I authorised.

Customer message 3: @AmazonHelp £116.61 extra has been taken from my account.

Customer message 4: @AmazonHelp It was a large order, it was broken up into different deliveries. None of the charges match any of the delivery groups.

Customer message 5: @AmazonHelp Do you need me to phone you? I am currently at work and not able to call.

Customer message 6: @AmazonHelp Cheers. I know it's unlikely but I'd like to get this resolved asap. Have emailed.",I7,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2419736,"Customer message 1: @115821 Hey, my account was hacked and I can't get in - who do I talk to about this?  I can't even log in to ask about logging in!

Customer message 2: @AmazonHelp I did that already but any reply will go to an email address that is not mine.  I'm on hold with cs.  Not sure if they know what to do.

Customer message 3: @AmazonHelp Still on hold.

Customer message 4: @AmazonHelp Your csr just keeps repeating himself. I don't have any faith about what is being done here.

Customer message 5: @AmazonHelp Provided by whom?  I don't think he got that I couldn't log in.  I am not certain that further communication will be to the right email.

Customer message 6: @AmazonHelp Can someone dm me, please?",I7,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
334094,"Customer message 1: 3/ Worst case: @115821 sold my husband a new iPad Pro that turned out to be a demo model. Every time I then have to correct their mistake.

Customer message 2: @AmazonHelp I used the chat. The specialist simply did a standard return/replacement. Nothing else. Just disappointed with lack of effort/care.",I4,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
862550,"Customer message 1: https://t.co/RlD4HQ4mZC deliver FBA products damaged to the customers and the customer rate the products with one star. @AmazonHelp

Customer message 2: @AmazonHelp I'm sorry, but the problems are fundamental and they can't be solved from the general support!

Customer message 3: @AmazonHelp For example, I'm a seller,but the seller support forwards my cases to the customer support because these are the Amazon rules for the issue.

Customer message 4: @AmazonHelp I'm sorry, but how it is possible when the seller needs support to expect support from the customer support team?

Customer message 5: @AmazonHelp Finally, the customer support is there to support customers and not sellers. This is fundamental. This can't be solved by your call center.

Customer message 6: @AmazonHelp When reported to Seller support we were advised that the case has been forwarded to the relelvant department.

Customer message 7: @AmazonHelp This is the main problem. The relevant department is the customer service and the seller support refuse help!

Customer message 8: @AmazonHelp The seller support advice the seller that the only department responsible for that is the customer support and they don't have access.

Customer message 9: @AmazonHelp How is it possible seller support to refuse help, because they don't have access to the info, regarding an order?

Customer message 10: @AmazonHelp I mean that Amazon Seller support and Amazon customer support are part of one and the same structure - Amazon.

Customer message 11: @AmazonHelp I mean that regarding this someone explains that the right-hand doesn't have access to the left hand :-)

Customer message 12: @AmazonHelp And the seller stands between the two departments and trying to find out how they communicate!

Customer message 13: @AmazonHelp Why I should expect help from a relevant department if there is a SELLER SUPPORT! Seller support must communicate with your own departments.

Customer message 14: @AmazonHelp And they must deliver the resolution to the seller. Not THE RELEVANT  departments!!",I8,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2809415,"Customer message 1: omfg

Amazon order buzzed me, I let them in, and they never came to my door. Now it says ""delivery attempted"" on the order. FML.

Customer message 2: @119455 Still waiting for my @115821 order ... I paid for prime and I should have had it already... still not here

Customer message 3: @AmazonHelp It’s been like this for the last hour https://t.co/ZTijoQZexI

Customer message 4: @AmazonHelp Ok I sent an email to customer service...what do I do next?",I2,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
343096,"Customer message 1: @115850 used and dusty product delivered by amazon.
Worst experience.. https://t.co/zVx6f6yJ44

Customer message 2: @AmazonHelp Upset🙄 it's an used product and dusty too..
You could have taken an action against the seller

Customer message 3: @AmazonHelp It asks me to send back by affording the shipping cost.
Why should I afford that?? Is it my fault???
Cheaters, is this your new business??

Customer message 4: @AmazonHelp I connected over there but same response..
@115821 you are not more than a dick head",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1267628,"Customer message 1: @115850 damaged product on arrival. Courier refused to return. Declined delivery, glad it was #COD. Posted review and #AmazondDecline ?🤔🤔🤫 https://t.co/kutfIhsKtn

Customer message 2: @AmazonHelp Review complied with all the guidelines. I posted pics and details. Been a loyal #Amazon customer in #USA since 2008 and now in #India. Sad!

Customer message 3: @AmazonHelp Thank you. How will they contact me? And how do they know which order number this is in reference to?

Customer message 4: @AmazonHelp Item was already returned. I refused to accept damaged product. Pls read original tweet. Issue is that @115850 rejected my product review.

Customer message 5: @AmazonHelp I want people to see the pics I took of damaged delivery. Also the product listing says ""item not returnable"". Isn't that against policy 1/2

Customer message 6: @AmazonHelp Product link 2/2
https://t.co/ifz5MrAkhp

Customer message 7: @AmazonHelp No reason was mentioned in email. Just a link to guidelines for reviews. I have reviewed many items on Amazon. Customer since 2008, USA 1/2

Customer message 8: @AmazonHelp We are going in circles here. It's fine if you don't want other #customers to see the #badproduct from a #poorseller. 2/2

Customer message 9: @AmazonHelp Done. Please call tomorrow anytime. Thanks!

Customer message 10: @240244 @AmazonHelp @AmazonHelp my order no. 404-0828917-3642728. I don’t know why my prepaid order is still not deliver, I’m unable to reach to ur customercare",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1212281,"Customer message 1: @AmazonHelp @115850 Team, due to some emergency, need to change delivery pincode from 122001 to 201010 of an attempted del. Pls empathize",I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
984191,"Customer message 1: Nut wtf @115830 charged me double for two things that I’ve ordered and I’ve just been declined in Primark, what a fucking embarrassment!

Customer message 2: @AmazonHelp No, I was charged for both orders on the 20th which was expected and then today I was charged the exact same two orders a second time",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1441955,Customer message 1: Still heard nothing back from #AmazonPrimeNow regarding my charge for a delivery cancelled due to lack of stock!!,I3,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2578585,"Customer message 1: I am so cross with @115830 that I could scream. And before you tell me I shouldn't use them in the first place, my alternative is to lug a huge bag of cat litter back from the shops and up the 60 stairs of my building. Anyway, total fail of urgent delivery. NOT IMPRESSED.

Customer message 2: @AmazonHelp It's no longer a wait - I stayed in for a redelivery that had already been messed up once, only to find that the item had been 'returned as undeliverable'. I've had 3 long sessions with your 'live chat' but I still don't have my item &amp; it was urgent. Not sure why I pay for Prime.

Customer message 3: @AmazonHelp Well I tried 'reaching out' to your live chat people 3 times over the past 3 days but they have not fulfilled their promises. I have had to go to Sainsbury's &amp; lug my cat litter back here, which is just what I was trying to avoid,

Customer message 4: @AmazonHelp They offered delivery later in the week, but I needed this stuff today. They are going to deliver it on Thursday even though I cannot guarantee being in. They had previously guaranteed delivery today, for which I stayed in, but they did not fulfill this.

Customer message 5: @AmazonHelp 1/3 Thank you but I have just looked at this form - 'contacting me within 12 hours' means in the middle of the night or while I am at work tomorrow morning - I don't want a phone call at these times. I have just had an email from Customer Service - it was completely anodyne....

Customer message 6: @AmazonHelp 2/2 and whoever wrote it appears now to have rearranged my delivery yet again, to a day that I had already told them was impractical - I don't think they actually read my first email to them.  If you look at my email to your Customer Service, sent earlier today, I have....

Customer message 7: @AmazonHelp 3/3 explained the situation in that in detail. The order number is 204-8750392-9345138. The whole thing has arisen because your order page does not allow one to give any instructions re delivery apart from the options on the drop down list.

Customer message 8: @AmazonHelp I will fill it in tomorrow.

Customer message 9: @AmazonHelp I have completed &amp; submitted your form. In the meantime I've just received an email telling me that my delivery will be made today. I specifically asked for it not to be made today. Your level of incompetence over this is astonishing.",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
13170,"Customer message 1: @115821 why is your AMZL US shipping service not show more updates online? I had another package with this not delivered.

Customer message 2: @AmazonHelp Yes. I did reach out to amazon CS via the site &amp; I’m suppose to get my package tomorrow. 2nd time in the past 2 weeks this has happened.",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
352125,"Customer message 1: @115823 how can I purchase item worth INR 55,000 if there is monthly limit of INR 20,000 on Amazon pay?

Customer message 2: @AmazonHelp How would I get the option of Amazon pay in my checkout ? And how can I get 15% cash back on my transaction?",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1661540,"Customer message 1: @AmazonHelp Hello. I’ve been trying to order two items and it’s saying it’s gone through but when I refresh the page it’s saying I

Customer message 2: @AmazonHelp Haven’t ordered anything and it’s not taking money

Customer message 3: @AmazonHelp Yes I am. I’m also using an iPhone6s

Customer message 4: @AmazonHelp I didn’t Which is confusing me

Customer message 5: @AmazonHelp Via safari. Should I download the app instead?

Customer message 6: @AmazonHelp It’s still not taking money and I haven’t received a confirmation email but the two items are in my order history?

Customer message 7: @AmazonHelp Yes it is

Customer message 8: @AmazonHelp Yes I have and it’s not there. I hope it hasn’t charged me more than once as I’ve made this order a few times",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2301878,"Customer message 1: What do I do if I need to return an item @AmazonHelp but I don't have a printer &amp; their no drop off places by me 🤔

Customer message 2: @AmazonHelp No don't have access to any library computers and their no where else

Customer message 3: @AmazonHelp I've managed to find a drop off stop just waiting for my code to arrive as an email",I3,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
