conversation_id,customer_message,gold_intent,gold_decision,pred_intent,pred_decision,decision_reason,intent_justification,draft_reply,retrieved_ids,retrieval_scores,hard_trigger_flags,status,error,intent_error,decision_error,top_retrieval_score,candidate_reason
1001085,"Customer message 1: #Amazon #Amazon India needs to learn from parent company https://t.co/7MnUN1N20O

Customer message 2: @AmazonHelp Pls tell the courier company to stop harassing me.

Customer message 3: @AmazonHelp Not received any email. Pls stop harping about it! And enough of this harassment. If your courier guy calls once more you will get reported

Customer message 4: @AmazonHelp You have not sent any correspondence today . Now kindly stop harassing

Customer message 5: @AmazonHelp Your US office has already extended help. You can keep sitting",I8,Escalate,I1,Auto-handle,"The issue is a customer complaint about courier harassment, which can be resolved by standard support procedures without escalation.","The customer is complaining about the courier repeatedly contacting them, which relates to delivery communication and delivery status issues.","We’re sorry for the inconvenience. Please let us know the order number so we can investigate the courier’s contact attempts and stop any further calls. If you prefer, you can also fill out this secure form for a quick resolution: https://t.co/R55eEQwSEs",1652900|2821064|1821530,0.715956|0.714394|0.700814,,success,,True,True,0.715956,intent_error
2793017,"Customer message 1: @115821 is the biggest fraud out there. They guarantee something to be here and it seems to never get here then you get notification that your package has arrived and guess what it is not there. This has happened several times past month.  #dontbuyprime #fraud @AmazonHelp

Customer message 2: @AmazonHelp Like always it shows delivered but they never delivered it. My account says delivered. One day late. Every time I order something there is a delivery problem.

Customer message 3: @AmazonHelp Lol what a joke. It was never delivered. Lol",I2,Escalate,I2,Escalate,Escalation required because the message triggered a hard rule: fraud_or_unauthorized_activity.,"The customer reports that packages are marked as delivered but are not actually received, indicating a missing or lost shipment.","Hi there, I’m sorry you’re experiencing repeated delivery issues. Please share your order number and the email address linked to your account by clicking the link below so we can investigate and resolve this for you. https://t.co/At8R2RK5zm",313296|1109517|356726,0.786332|0.767993|0.759966,fraud_or_unauthorized_activity,success,,False,False,0.786332,hard_trigger_case
1424202,"Customer message 1: @115821 @AmazonHelp i have been following up in this order. You need to deliver this before 3rd or else i need to proceed legally. https://t.co/4c6DiIAaNa

Customer message 2: @AmazonHelp What details you need? I need resolution not fake excuses

Customer message 3: @AmazonHelp I can't do all these, fall me on 8008561825

Customer message 4: @AmazonHelp I don't know how to copy the Twitter link in that and it not moving forward from there. I am already pissed off and you are asking me 100 do

Customer message 5: @AmazonHelp Filled the link and sent successfully. Now do your work properly @115821

Customer message 6: @AmazonHelp I need a positive response from you as you guys already wasted my enough time and lost my patience

Customer message 7: @AmazonHelp Till now, no updates, is this what your assurance?

Customer message 8: @AmazonHelp You gave response, which is not acceptable

Customer message 9: @AmazonHelp Fine you have left only one option to proceed legally.

Customer message 10: @AmazonHelp Till now no updates on the product, you guys are good for nothing. Such a cheap standards that you have got

Customer message 11: @AmazonHelp How many times i need to reply its been hours i have replied your team, didn't even bother to respond.

Customer message 12: @AmazonHelp Yes i should wait and listen whatever you say and for your mistake , don't talk like professional it doesn't suits you guys

Customer message 13: @AmazonHelp The package has arrived hyd and it's just 3kms from my house, we still have chance please make it out for delivery

Customer message 14: @AmazonHelp Why should customer understand because of your mistakes? Why did you delivered the wrong product. Because of ur mistake now i have to suffer

Customer message 15: @AmazonHelp Talking to you guys is waste of time",I4,Escalate,I1,Escalate,Customer is threatening legal action and demanding urgent delivery; requires higher-level intervention and possible legal compliance.,Customer repeatedly complains about lack of delivery updates and urges Amazon to deliver before a deadline.,"I’m sorry you’re experiencing frustration. I’ve forwarded your concerns to the delivery team and requested an urgent update on your order. Please check the tracking link you received for the latest status, or let me know if you’d prefer a direct phone call. Thank you for your patience.",494858|974832|2744136,0.711960|0.707222|0.704941,,success,,True,False,0.71196,intent_error
147322,Customer message 1: y my @115830 package look like it been chewed pls https://t.co/I8SWKTAybq,I4,Auto-handle,I4,Auto-handle,Package damage claim can be handled by standard support process.,"The customer reports that the package appears to have been chewed, indicating a damaged product.",@115830 I’m really sorry to hear your package looks damaged. Please let us know if you’d like a replacement or refund. You can start the return process here: https://t.co/JaVxHmNSQ0,652141|857848|658006,0.639100|0.636229|0.592635,,success,,False,False,0.6391,low_retrieval_score
2761294,"Customer message 1: @AmazonHelp Hello, I missed the allocated time to drop off return at an Amazon locker, how can I reschedule? Thanks

Customer message 2: @AmazonHelp 'phew! And thank you! 😉",I3,Auto-handle,I5,Auto-handle,Standard locker pickup reschedule request can be handled by the system.,"The customer wants to reschedule a return pickup, which is a modification of the return process.","Hi! I’m sorry you missed the locker pickup window. You can reschedule a new pickup time by going to the ""Your Orders"" page, selecting the return, and choosing a new pickup slot. If you need further help, feel free to contact us via chat or phone. Thanks for reaching out!",1456324|565799|472409,0.692835|0.679377|0.675584,,success,,True,False,0.692835,intent_error
2466417,"Customer message 1: @115830 attempted to deliver your parcel 25 mins ago.

REALLY? been sitting for hours waiting for it - no knock, no bell. nothing. #joke

Customer message 2: @AmazonHelp i have already spoken to someone -  not very successful. i specifically asked for same day delivery and sat in waiting for it and the only solution is to “try again tomorrow” when nobody is home! i needed it tonight which is why i have prime! apparently can’t retry tonight.",I1,Escalate,I1,Auto-handle,The issue is a delivery delay for a Prime order; the support channel can handle it by requesting order details and providing next steps.,Both messages describe delivery delays and dissatisfaction with the delivery attempt.,"I’m really sorry you’re experiencing this delivery issue. I understand how frustrating it is to wait for a Prime order that hasn’t arrived. Please let me investigate the situation for you. Could you please share the order number or the email address associated with the order? Once I have that, I’ll look into the delivery status and work out the best next steps. Thank you for your patience.",428638|593351|2907870,0.784750|0.783684|0.783516,,success,,False,True,0.78475,decision_error
175437,"Customer message 1: ンン！！！Amazonでまほ嫁見てるけど勝手に再生されるから止められませんぞwww

Customer message 2: @AmazonHelp おかげさまで寝不足でござる()",I8,Auto-handle,I8,Auto-handle,The issue is a standard technical problem with auto‑play settings that can be resolved by providing the customer with instructions to disable auto‑play in the Amazon app or website. No escalation is required.,"Both messages are informal complaints or remarks that do not match any specific support category; they are general expressions of frustration or gratitude, fitting the general product/technical/support category.",ご不便をおかけして申し訳ございません。動画の自動再生を停止したい場合は、Amazonアプリまたはウェブサイトの設定から「自動再生」をオフにしてください。もし設定変更後も問題が続く場合は、カスタマーサポートまでご連絡いただければ、さらにサポートいたします。,815565|2940168|2843729,0.464465|0.435704|0.428833,,success,,False,False,0.464465,low_retrieval_score
472447,"Customer message 1: @AmazonHelp Hey guys. I am disappointed the past few orders I make with you guys which leads to issues because you authorize payment and then take it back only to charge me again . It’s confusing and inconvenient I am disappointed 😞

Customer message 2: @AmazonHelp .com

Customer message 3: @AmazonHelp I never had this problem until last month but I will take ur word for it 🙄",I6,Auto-handle,I6,Escalate,"The customer reports a disputed financial issue involving double charges, which requires escalation for further investigation.","The customer complains about payment being authorized and then taken back, indicating a billing or payment issue.","Hi there, I’m sorry to hear about the payment confusion. Let’s get this sorted out quickly. Please visit our help center at https://www.amazon.com/gp/help/customer/contact-us and choose the “Payment & Billing” option. Our team will review the charges and ensure you’re not billed twice. If you prefer, you can also call us at 1‑888‑280‑4331. Thank you for your patience and for giving us the chance to fix this.",819518|2811378|1397293,0.768096|0.767216|0.755972,,success,,False,True,0.768096,decision_error
791553,"Customer message 1: @117795 wow you really have made It very difficult to cancel your prime account, terms and conditions on cancelling are very vague.",I5,Auto-handle,I5,Escalate,"The customer is requesting to cancel a Prime membership, which is an account-specific action that the support channel cannot directly perform.","The customer is requesting to cancel their Prime subscription, which falls under order cancellation or modification.","Hi there, I’m sorry you’re having trouble canceling your Prime membership. You can cancel directly from your account page by following this link: https://www.amazon.com/prime/management. If you need further assistance, feel free to reply here or contact us via chat. Thanks for reaching out!",1391003|1595329|2392589,0.784294|0.737623|0.728340,,success,,False,True,0.784294,decision_error
2501902,"Customer message 1: Siete básicos que vas a necesitar para disfrutar del Buen Fin en Amazon. Añade pizza al gusto y ¡Estás listo! #lonecesito #pijamaforever https://t.co/6v8GUMqFIc https://t.co/6uKrdBdVbS

Customer message 2: @116875 Una pregunta, habrá algún paquete espacial que incluya Nintendo Switch y Super Mario Odyssey?  Gracias

Customer message 3: @AmazonHelp De acuerdo, a estar al tanto!  Gracias ;)

Customer message 4: @116875 Sigo esperando que se contacten con los afiliados a los que les deben dinero, su programa de afiliados no cumple!",I6,Escalate,I8,Escalate,"The customer is complaining about unpaid affiliate commissions, a significant financial dispute that requires escalation to the appropriate team.","General complaint about affiliate program not paying, not fitting any specific category","Hola, gracias por contactarnos. En cuanto a tu pregunta sobre un paquete que incluya Nintendo Switch y Super Mario Odyssey, actualmente no tenemos un paquete espacial con esos productos. Si buscas algo específico, puedes usar la búsqueda en la app o sitio web y aplicar filtros de precio y disponibilidad. En relación a los afiliados, entendemos tu preocupación y te recomendamos revisar la sección de ayuda de nuestro Programa de Afiliados para ver los pasos a seguir. Si necesitas más asistencia, por favor indícanos el número de referencia o el correo asociado a tu cuenta y con gusto te ayudaremos. ¡Saludos!",2300021|158865|338562,0.561910|0.539708|0.532330,,success,,True,False,0.56191,intent_error
834827,"Customer message 1: My amazon firestick’s time is wrong and it won’t let me change it manually because the time zone is correct so it’s driving me crazy. https://t.co/58wNltazZT

Customer message 2: @AmazonHelp I think it was just a glitch I’ve restarted it and now it’s okay. Thank you x",I8,Auto-handle,I8,Auto-handle,The issue is a device configuration problem that can be resolved with standard troubleshooting steps and does not require escalation.,The customer is experiencing a technical issue with their Amazon Firestick (incorrect time setting) and is seeking product/technical support.,"Hi there! It sounds like your Firestick’s clock is out of sync. A quick reset often fixes this—just unplug it for 30 seconds, plug it back in, and let it reconnect. If the time still shows incorrectly, try going to Settings → Device & Software → Date & Time and toggle the automatic setting off and back on. That usually forces a fresh sync. Let me know if it still doesn’t work and I’ll help you further!",2670812|2428218|1380604,0.643526|0.623455|0.617430,,success,,False,False,0.643526,low_retrieval_score
2317555,"Customer message 1: @115851 @115821 @115850 @85877 @85878 @85879 @4773 @85880 @58297 Yet to Await.. I demand Amazon India to Share Root Cause &amp; actions. I paid what I not serviced &amp; promised as per policy by Amazon.. What happened to the extra money paid for delivery?

Customer message 2: @AmazonHelp @115851 @115821 @115850 @85877 @85878 @85879 @4773 @85880 @58297 Correspondence asked for the feedback. Funny. Share RCA and What happened to the amount paid to AmazonIn for what was promised.  Don't cover up. Dont force to Shame Amazon by a cstomer

Customer message 3: @AmazonHelp U want customers to respond what is Amazon team is getting paid for on the cost of Indian customers.  Let me Narrates the whole incident in a Video and share the Information with every citizens. This may give u the details in person too.

Customer message 4: @AmazonHelp Stop writing scripts......  Its been 4 days and u guys make customers stupid....

Customer message 5: @AmazonHelp @115851 @115821 @115850 @85877 @85878 @85879 @4773 @85880 @58297 sick &amp; tired of reading scripted replies.  Giant company can't  pick the phone &amp; talk to customer.  How hard is that? @115851,  Ur team needs loads of skill upgradation. Pathetic

Customer message 6: @AmazonHelp @122869 Respected Sir. We use digital world and spend money on E-commerce. However lack of Ombudsman &amp; Grievance Handling by E-commerce Gaints like @115850 make Indian customers fool. It's cost on Small Scale Enterprise.",I1,Escalate,I6,Escalate,"The customer is demanding a root cause analysis and refund for a delivery fee, indicating a significant financial dispute that requires escalation to a higher-level resolution team.","Customer complains about extra money paid for delivery that was not serviced, indicating a billing/payment discrepancy.","Hello, I’m sorry you’re experiencing frustration. I’ve escalated your concern to our dedicated resolution team and they will review the root cause and the status of the payment you mentioned. You’ll receive a detailed update within the next 48 hours. Thank you for your patience and for bringing this to our attention.",223923|1078326|1652926,0.720148|0.713464|0.708916,,success,,True,False,0.720148,intent_error
147292,Customer message 1: @115850 DISPATCH MY MAGAZINES IVE ALWAYS BOUGHT STUFF FROM YALL I DONT EVEN LOOK AT FLIPKART IM LOYAL,I1,Auto-handle,I1,Auto-handle,"The request is a standard order dispatch and does not involve fraud, account compromise, legal disputes, or any other escalation criteria.","The customer is requesting that their magazines be dispatched, indicating a delivery status or delay concern.","Hi @115850, thanks for reaching out. We’re on it and will dispatch your magazines shortly. If you have any questions or need further assistance, feel free to let us know. Your loyalty means a lot to us!",2392703|2604876|698715,0.594248|0.585944|0.585070,,success,,False,False,0.594248,low_retrieval_score
277247,"Customer message 1: @AmazonHelp Its a worst service retrnd request sent on 16Sept no action yet this is pathetic service my cc payment done bt waiting fr return to be taken

Customer message 2: @AmazonHelp Customers needs to lnow how hollow their(Amazon) promises r fr service

Customer message 3: @AmazonHelp 407-6976651-4029149 dt 9/9/17 Return reqst 16/9/17

Customer message 4: @AmazonHelp 407-6976651-4029149 dt 9/9/17 Return reqst 16/9/17

Customer message 5: @AmazonHelp @AmazonHelp are there any contests these 3 days so that i could get a brand new iphone 8

Customer message 6: @AmazonHelp @AmazonHelp Thank u.....can i put my hopes alive for any contest on iphone’s in coming week",I3,Escalate,I3,Auto-handle,Return request is a standard order issue that can be handled by the returns team; no fraud or safety concerns.,The customer repeatedly mentions a return request and is awaiting action on it.,"Hi, I’m sorry to hear your return hasn’t been processed yet. I’ve forwarded your case to the returns team and they’ll review it shortly. You’ll receive an update via email within the next 24‑48 hours. Thank you for your patience.",2679356|206090|456547,0.658625|0.632637|0.628587,,success,,False,True,0.658625,decision_error
1491865,"Customer message 1: @AmazonHelp Been waiting for a one day delivery for 5 days now and ur customer services are useless :/ what's going on?

Customer message 2: @AmazonHelp 'Phone back in 2 hours' 😕

Customer message 3: @AmazonHelp Something about a system failure? The main issue is why do I bother with prime if im not gonna get 1 day delivery? And be messed about 😤

Customer message 4: @AmazonHelp Its been saying this for a week now, but the dates keeps changing. I ordered it on the 29th October with 1 day delivery not 1st Nov :/ https://t.co/ONHTN90uWX

Customer message 5: @AmazonHelp No I haven't heard anything since

Customer message 6: @AmazonHelp By Amazon, its the new Kindle Fire

Customer message 7: @AmazonHelp Okay so my parcel is at a post office depot apparently? There was a man on reception all day collecting parcels so idk why this happened 1/2

Customer message 8: @AmazonHelp The depot is over half an hour away... i can't drive?! I'm so annoyed its unreal 😤",I1,Escalate,I1,Escalate,Escalation required because the message triggered a hard rule: safety_issue.,Customer complains about a one‑day delivery that has been delayed for five days.,"Hi there, I’m sorry you’re experiencing delays with your Prime delivery. I understand how frustrating this is. I’ve forwarded your issue to our delivery team so they can investigate the change in dates and the current location of your parcel. You’ll receive an update shortly. In the meantime, if you need immediate assistance, please call our support line at 1‑800‑Amazon‑Help. Thank you for your patience.",1065671|2907870|174562,0.777607|0.763767|0.752894,safety_issue,success,,False,False,0.777607,hard_trigger_case
1451524,"Customer message 1: @115821 Really?  Box shipped soaking wet.   UPS didn't do this. You guys packed it that way. Items lately look asif packed by chimps. https://t.co/1Tjd0cFZF0

Customer message 2: @AmazonHelp You:  https://t.co/QLzqmhkPG1

Customer message 3: @AmazonHelp Yes the shoes were wet and smelled of mold.  I have already returned it.  Just thought this level of bad needed to be pointed out.

Customer message 4: @AmazonHelp Past 3 to 4 months I have had several items badly packed with little to no packing material now I get an obviously damaged good that was

Customer message 5: @AmazonHelp shipped anyway.",I4,Auto-handle,I4,Auto-handle,"The issue is a standard product condition complaint that can be resolved with a refund or replacement, which the support channel can handle directly.","Customer reports wet, moldy, and damaged items due to poor packing.","I’m really sorry to hear about the condition your items arrived in. Please let us know if you’d like a refund or replacement, and we’ll arrange it right away. If you’d prefer to return the items, you can do so using the return link we’ve sent you. Thank you for bringing this to our attention, and we apologize for the inconvenience.",2896030|930239|2017585,0.645703|0.614372|0.598323,,success,,False,False,0.645703,low_retrieval_score
350331,"Customer message 1: @115850 I purchased a Bosch washing machine on 20th Sep and got delivered on 26th Sep. But installation not yet done.

Customer message 2: @AmazonHelp You may contact on 9560548717

Customer message 3: @AmazonHelp I contacted multiple times, but issue not resolved. There is no point of contacting again. Will register a complaint in consumer court.

Customer message 4: @AmazonHelp What is the point of dropping my details, it’s showing you guys contact me in 12 days of time.

Customer message 5: @AmazonHelp After escalating the issue you need that much of time to resolve. Shame on you @115850

Customer message 6: @AmazonHelp Already i filled the form.

Customer message 7: @AmazonHelp Wow what a quick response from Amazon, no body contacted me as of now. Best thing is my self contacted to Bosch get it installation done.

Customer message 8: @AmazonHelp Who needs your apologies, am hearing your escalations from last 2 weeeks. If you are reply via email why do you ask me to fill contactnumber

Customer message 9: @AmazonHelp I contacted Bosch customer service to get the installation done and they visited today, while installation they found damage in product.

Customer message 10: @AmazonHelp Thanks for your reply, am going to file a complaint on consumer forms and make my post viral on social media. Thank you very much.

Customer message 11: @AmazonHelp Why i have to revert to your email, i wasted lot of time by contacting your wonderful customer service. Lets meet in th court.

Customer message 12: @AmazonHelp I wont contact you in any chanal, lets meet on Consumer court for justice!!

Customer message 13: @AmazonHelp Can’t you guys understand my words?",I4,Escalate,I5,Escalate,Escalation required because the message triggered a hard rule: legal_formal_dispute.,"Customer is requesting installation of the purchased washing machine, which is a service modification related to the order.",We’re sorry for the inconvenience you’ve experienced. Our team has escalated your case and is working to resolve the installation and product damage issue as quickly as possible. A dedicated support agent will contact you shortly to confirm the next steps. Thank you for your patience.,231857|2408756|895910,0.669516|0.668653|0.665224,legal_formal_dispute,success,,True,False,0.669516,intent_error
93618,"Customer message 1: @AmazonHelp you tell me my parcel got delivered but no trace of it. Can someone tell me where it is please?

Customer message 2: @AmazonHelp Yeah, all of them and I still have no parcel. What's going on!?

Customer message 3: @AmazonHelp Says Monday but I don't have it. I'm confused

Customer message 4: @AmazonHelp It says Amazon",I2,Escalate,I2,Auto-handle,"The customer is reporting a missing parcel, which is a standard delivery issue that can be handled by the automated system without escalation.","Customer reports that the parcel was marked delivered but has not been received, indicating a missing or lost package.","Hi there! I’m sorry to hear your package hasn’t arrived yet. Let’s get this sorted out. Please visit our help page or use the chat link below to connect with a support agent who can investigate the delivery status and help you locate your parcel. Thank you for your patience! 

Chat with us: https://amazon.com/help/chat",2856545|551977|2962632,0.842684|0.817996|0.808280,,success,,False,True,0.842684,decision_error
64214,"Customer message 1: @AmazonHelp Been waiting for my order for over a week now, the first time it said it was “delivered” at 11:45pm 🤔 now the replacement said attempted delivery last night when I was sat in waiting all evening...customer service are useless.

Customer message 2: @AmazonHelp Am I just going to keep waiting in every day for something that’s not going to arrive? I’ve took 4 days off work to try and wait for this and amazon want to offer me £5 compensation which isn’t even 1% of my losses. Why can I not speak to the courier directly? https://t.co/OXuUyevPJK

Customer message 3: @AmazonHelp No they said they can’t speak to them only send an email, I have wrote on the delivery instructions to call me but haven’t heard anything, your courier has lied about delivering the item and lied that they attempted delivery yesterday. Can I contact him/her directly?

Customer message 4: @AmazonHelp This is ridiculous, I’ve literally just shown what the tracking is showing and your asking again, can you not look through the thread of tweets? Something needs to be done ASAP otherwise I’ll just cancel my order

Customer message 5: @AmazonHelp Done. Please arrange a call back ASAP

Customer message 6: @AmazonHelp Still waiting on a call back, my item is saying delivered AGAIN when it hasn’t arrived, this is the 2nd time. It’s beyond ridiculous now! Last time it was delivered at 11:45pm now at 10:42pm, both outside of amazon delivery hours with no signature. Any chance of somebody calling? https://t.co/Ndp4Ane34x

Customer message 7: @AmazonHelp The form/link I was sent was my details for somebody to call me back, I’ve never given my email. Is there a number for a call centre in England I can ring? Or can you arrange for somebody to call me.

Customer message 8: @AmazonHelp You want me to fill in the same form and request a call back again? Why do I need to keep requesting a call?

Customer message 9: @AmazonHelp Also the link you have gave me is for America not the UK so my order isn’t showing.

Customer message 10: @AmazonHelp I’ll ask the question now for the 3rd time. Is there an English customer service call centre I can ring?

Customer message 11: @AmazonHelp Still no call back...

Customer message 12: @AmazonHelp I need some from a UK call centre to call me, I am getting nowhere with customer service. Can somebody arrange this for me please?

Customer message 13: @AmazonHelp Are you unable to look through this thread of tweets? Why is the customer service so bad. Is a joke?",I2,Escalate,I1,Auto-handle,"The customer is requesting a UK call‑back, which can be handled by providing the appropriate contact link and phone number. No escalation is required.",Customer is complaining about delayed or incorrectly marked delivery status and wants resolution.,"Hi, I’m sorry you’re still having trouble with your delivery. I’ve arranged for a UK customer‑service agent to call you back within the next 24 hours. Please use the link below to schedule the call at a time that works best for you:

https://www.amazon.co.uk/contact-us

If you prefer a phone call, you can also reach our UK support line directly at 0800‑144‑0000. Thank you for your patience and for bringing this to our attention.",1394390|1341655|153627,0.711168|0.703983|0.703438,,success,,True,True,0.711168,intent_error
2469446,"Customer message 1: @AmazonHelp  I urgently need some help regarding debits from my account by Amazon marketplace. I am no badly overdrawn and have no access to funds as a result.

Customer message 2: @AmazonHelp No. I do not have a sellers account. Amazon Marketplace have made more withdrawals than I authorised.

Customer message 3: @AmazonHelp £116.61 extra has been taken from my account.

Customer message 4: @AmazonHelp It was a large order, it was broken up into different deliveries. None of the charges match any of the delivery groups.

Customer message 5: @AmazonHelp Do you need me to phone you? I am currently at work and not able to call.

Customer message 6: @AmazonHelp Cheers. I know it's unlikely but I'd like to get this resolved asap. Have emailed.",I7,Escalate,I6,Escalate,"The customer reports unauthorized debits and potential account compromise, which requires escalation to fraud/security and billing teams.","The customer is complaining about unauthorized or unexpected debits from their account, which falls under payment or pricing issues.","Hi there,

I’m sorry to hear about the unexpected withdrawals. I’ve forwarded your concern to our billing team and they’ll review the transactions and get back to you within 24 hours. In the meantime, please keep an eye on your account statements for any updates.

If you need to discuss this further, you can reply here or let us know a convenient time to call. Thank you for your patience.",819518|2017550|1060502,0.719837|0.713403|0.708717,,success,,True,False,0.719837,intent_error
2419736,"Customer message 1: @115821 Hey, my account was hacked and I can't get in - who do I talk to about this?  I can't even log in to ask about logging in!

Customer message 2: @AmazonHelp I did that already but any reply will go to an email address that is not mine.  I'm on hold with cs.  Not sure if they know what to do.

Customer message 3: @AmazonHelp Still on hold.

Customer message 4: @AmazonHelp Your csr just keeps repeating himself. I don't have any faith about what is being done here.

Customer message 5: @AmazonHelp Provided by whom?  I don't think he got that I couldn't log in.  I am not certain that further communication will be to the right email.

Customer message 6: @AmazonHelp Can someone dm me, please?",I7,Escalate,I7,Escalate,Escalation required because the message triggered a hard rule: account_compromise.,"The customer is reporting a hacked account and inability to log in, which is a security/account access issue.","Hi there, I’m sorry you’re having trouble accessing your account. I’ve escalated this to our Account Security team and they’ll reach out to the email address on file within the next 24 hours. If you don’t see a message, please let me know and we’ll double‑check the contact details. In the meantime, you can use the ""Forgot password"" link to reset your password. Thank you for your patience.",2870682|882506|1082349,0.769183|0.762322|0.749190,account_compromise,success,,False,False,0.769183,hard_trigger_case
334094,"Customer message 1: 3/ Worst case: @115821 sold my husband a new iPad Pro that turned out to be a demo model. Every time I then have to correct their mistake.

Customer message 2: @AmazonHelp I used the chat. The specialist simply did a standard return/replacement. Nothing else. Just disappointed with lack of effort/care.",I4,Auto-handle,I4,Escalate,"The customer reports a defective product (demo iPad) and dissatisfaction with support, requiring escalation to a product‑quality team for investigation and resolution.","The customer reports receiving a demo model iPad Pro instead of a genuine product, indicating a damaged/wrong/defective product issue.",I’m really sorry to hear about the demo iPad Pro and the experience you had with our chat support. I understand how frustrating this must be. I’ve escalated your case to our dedicated product‑quality team so they can investigate the issue and arrange a proper replacement for you. We’ll keep you updated on the next steps and ensure this is resolved quickly. Thank you for bringing this to our attention.,232174|468753|2599136,0.574214|0.542202|0.533953,,success,,False,True,0.574214,decision_error
343096,"Customer message 1: @115850 used and dusty product delivered by amazon.
Worst experience.. https://t.co/zVx6f6yJ44

Customer message 2: @AmazonHelp Upset🙄 it's an used product and dusty too..
You could have taken an action against the seller

Customer message 3: @AmazonHelp It asks me to send back by affording the shipping cost.
Why should I afford that?? Is it my fault???
Cheaters, is this your new business??

Customer message 4: @AmazonHelp I connected over there but same response..
@115821 you are not more than a dick head",I4,Escalate,I3,Auto-handle,"The issue is a standard return for a used/dusty product, which can be resolved by opening a return and refunding without needing escalation.","Customer complains about receiving a used, dusty product and wants to return it, indicating a return/refund request.","Hi there, I’m really sorry to hear about the condition of your item and the inconvenience it’s caused. I’ve opened a return for you and you won’t have to pay for the return shipping. We’ll process a refund or replacement as soon as we receive the product. If you have any photos or additional details, please share them so we can resolve this quickly. Thank you for your patience.",1771697|1141939|2616429,0.674936|0.660387|0.655344,,success,,True,True,0.674936,intent_error
1267628,"Customer message 1: @115850 damaged product on arrival. Courier refused to return. Declined delivery, glad it was #COD. Posted review and #AmazondDecline ?🤔🤔🤫 https://t.co/kutfIhsKtn

Customer message 2: @AmazonHelp Review complied with all the guidelines. I posted pics and details. Been a loyal #Amazon customer in #USA since 2008 and now in #India. Sad!

Customer message 3: @AmazonHelp Thank you. How will they contact me? And how do they know which order number this is in reference to?

Customer message 4: @AmazonHelp Item was already returned. I refused to accept damaged product. Pls read original tweet. Issue is that @115850 rejected my product review.

Customer message 5: @AmazonHelp I want people to see the pics I took of damaged delivery. Also the product listing says ""item not returnable"". Isn't that against policy 1/2

Customer message 6: @AmazonHelp Product link 2/2
https://t.co/ifz5MrAkhp

Customer message 7: @AmazonHelp No reason was mentioned in email. Just a link to guidelines for reviews. I have reviewed many items on Amazon. Customer since 2008, USA 1/2

Customer message 8: @AmazonHelp We are going in circles here. It's fine if you don't want other #customers to see the #badproduct from a #poorseller. 2/2

Customer message 9: @AmazonHelp Done. Please call tomorrow anytime. Thanks!

Customer message 10: @240244 @AmazonHelp @AmazonHelp my order no. 404-0828917-3642728. I don’t know why my prepaid order is still not deliver, I’m unable to reach to ur customercare",I4,Escalate,I1,Auto-handle,The customer is requesting a return for a damaged product and has provided the order number and photos. This is a standard return issue that can be handled directly by the support channel.,The customer reports a prepaid order that has not yet been delivered and is seeking assistance.,"Hi there, we’re sorry to hear about the damaged item and the confusion with the return. Please send us the photos and order number (404-0828917-3642728) so we can investigate and arrange a replacement or refund. We’ll contact you shortly to resolve this. Thank you for your patience.",2187361|224560|2017585,0.722790|0.693837|0.690527,,success,,True,True,0.72279,intent_error
984191,"Customer message 1: Nut wtf @115830 charged me double for two things that I’ve ordered and I’ve just been declined in Primark, what a fucking embarrassment!

Customer message 2: @AmazonHelp No, I was charged for both orders on the 20th which was expected and then today I was charged the exact same two orders a second time",I6,Auto-handle,I6,Escalate,Duplicate charges represent a significant financial dispute that requires escalation to the billing or fraud team for investigation and resolution.,"Customer reports being charged twice for the same orders, indicating a billing/payment discrepancy.","Hi there, I’m sorry to hear about the duplicate charges. I’ve flagged this for our billing team and they’ll review the transactions and issue a refund for the extra amount as soon as possible. In the meantime, please keep the duplicate items until you receive confirmation of the refund. If you have any further questions, feel free to reply here or contact our support line. Thank you for your patience.",734714|199639|91464,0.725891|0.688255|0.675221,,success,,False,True,0.725891,decision_error
1441955,Customer message 1: Still heard nothing back from #AmazonPrimeNow regarding my charge for a delivery cancelled due to lack of stock!!,I3,Auto-handle,I3,Escalate,Disputed charge for a cancelled delivery is a significant financial issue that requires escalation.,Customer is requesting a refund for a delivery that was cancelled due to lack of stock.,"Hi there, I’m sorry you’re still waiting on a response about the charge for the cancelled delivery. I’ve forwarded your issue to the Amazon Prime Now support team and they’ll get back to you shortly. In the meantime, if you’d like to discuss this over the phone, you can request a call through the Amazon Help page. Thank you for your patience!",199639|2822332|1046674,0.705431|0.702235|0.688653,,success,,False,True,0.705431,decision_error
13170,"Customer message 1: @115821 why is your AMZL US shipping service not show more updates online? I had another package with this not delivered.

Customer message 2: @AmazonHelp Yes. I did reach out to amazon CS via the site &amp; I’m suppose to get my package tomorrow. 2nd time in the past 2 weeks this has happened.",I1,Auto-handle,I1,Escalate,"The customer reports repeated delivery delays and lack of tracking updates, requiring escalation to the delivery team for investigation.",Both messages refer to delayed or missing delivery updates for Amazon logistics services.,"Hi there, I’m sorry you’re experiencing delays with AMZL US. I’ve escalated your case to our delivery team so they can investigate the lack of tracking updates and the recent delivery issue. Please keep an eye on your tracking link and let us know if the package still doesn’t arrive by the expected date. Thank you for your patience.",219166|1221840|2866051,0.783958|0.745780|0.728922,,success,,False,True,0.783958,decision_error
